,dir_name,prod_name,studio_name,title,year,prc,cat,awattr,awtype,location
1385,A.Meyer,,,Night of the Cobra Woman,1973,,,*,H,
1386,Myerson,,,Police Academy 6,1989,,,**,CG,
1387,A.Parker,,,Evita,1996,,,**,AAN,
1388,Gunn,,,Ganja and Hess,1973,,,**,AAN,
1389,Serreau,,,"Mama, There's a Man in Your Bed",1989,,,**,Cesar,
1390,D.Duke,,,The Silent Partner,1978,,,0,H,
1391,deConcini,,,Hitler: The Last Ten Days,1973,,,0,H,
1392,Kaczender,,,Chanel Solitaire,1981,,,0,H,
1393,G.Jordan,,,The Long Way Home,1996,,,0,H,
1394,Hancock,,,Bang the Drum Slowly,1973,,,0,H,
1395,Milius,,,Red Dawn,1984,,,0,H,
1396,Woo,,,Face/Off,1997,,,0,H,
1397,J.C.Jones,,,The Nelson Affair,1973,,,0,H,
1398,Starrett,,,A Small Town in Texas,1976,,,0,H,
1399,Pelissie,,,The Bride,1973,,,0,H,
1400,K.Douglas,,,Scalawag,1973,,,0,H,
1401,L.Jones,,,Invasion of the Girl Snatchers,1973,,,0,H,
1402,Cimino,,,Desperate Hours,1989,,,Zinneman,VIP,
1403,M.Crichton,,,Runaway,1984,,,0,H,
1404,Ginsberg,,,Werewolf of Washington,1973,,,0,H,
1405,Willutzki,,,Der Lange Jammer,1973,,,0,H,
1406,Henzell,,,The Harder They Come,1973,,,0,H,
1407,Clouse,,,"Run Stranger, Run",1980,,,0,H,
1408,Compton,,,Return to Macon County,1975,,,**,CG,
1409,Laloux,,,Light Years,1987,,,**,CG,
1410,Moritani,,,Tidal Wave,1975,,,**,CG,
1411,S.Raymond,,,I am a Promise: The Children of Stanton Elementary School,1993,,,**,AA,
1412,Malick,,,The Thin Red Line,1998,,,0,AAN,
1413,UnYear73,,,Behind the Green Door,1973,,,0,AAN,
1414,Zulawski,,,La fidelite,2000,,,0,AAN,
1415,Mangolte,,,Four Pieces by Morris,1994,,,0,AAN,
1416,Tavernier,,,L.627,1994,,,0,AAN,
1417,Whatham,,,That'll be the Day,1974,,,*,H,
1418,D.Greene,,,What Ever Happend to Baby Jane?,1991,,,0,H,
1419,Reitz,,,Heimat II: Time of Silence,1992,,,**,H,
1420,Levitt,,,The Phantom of Hollywood,1974,,,**,H,
1421,Gary~Nelson,,,Enigma,1982,,,0,H,
1422,Cosmatos,,,Shadow Conspiracy,1997,,,0,H,
1423,Carpenter,,,Vampires,1998,,,0,H,
1424,J.Demme,,,The Manchurian Candidate,2004,,,v,H,
1425,Haley,,,That's Entertainment III,1994,,,0,H,
1426,Lemmon,,,Kotch,1974,,,0,H,
1427,J.M.Silver,,,Stepkids,1991,,,*,H,
1428,Szwarc,,,"Jaws, the Revenge",1987,,,*,H,
1429,Jaeckin,,,Emmanuelle V,1987,,,0,H,
1430,Burns,,,Frank Lloyd Wright,1997,,,0,AAN,
1431,Gast,,,When We Were Kings,1997,,,0,AAN,
1432,Phillips,,,Louis Armstrong Chicago Style,1980,,,0,AAN,
1433,Bolognini,,,La grande bourgoise,1974,,,0,AAN,
1434,Drach,,,Le pull-over rouge,1974,,,0,AAN,
1435,Ludcke,,,Die Drosse Flatter,1978,,,0,AAN,
1436,Light,,,Flesh Gordon,1974,,,0,AAN,
1437,N.Simon,,,The Star Spangled Girl,1974,,,0,AAN,
1438,GranierDeferre,,,Der Ehekaefig,1974,,,0,AAN,
1439,Blackburn,,,"Lemora, the Lady Dracula",1974,,,0,AAN,
1440,Bass,,,Phase IV,1974,,,0,H,
1441,S.Carver,,,Lone Wolf McQuade,1983,,,0,H,
1442,Andersen,,,"Eadward Muybridge, Zoopraxograher",1974,,,0,H,
1443,T.Hooper,,,The Mangler,1995,,,0,H,
1444,V.Stone,,,The Treasure of Jamaica Reef,1974,,,0,H,
1445,Greene,,,The Count of Monte Cristo,1974,,,0,H,
1446,Rainer,,,About a Woman Who ...,1974,,,0,H,
1447,UnYear74,,,The Phantom of Hollywood,1974,,,0,H,
1448,Weill,,,Girlfriends,1978,,,0,H,
1449,Giler,,,Black Bird,1975,,,0,H,
1450,Richards,,,"Man, Woman and Child",1983,,,0,H,
1451,E.Forsyth,,,"Chesty Anderson, U.S. Navy",1975,,,v,H,
1452,Babenco,,,At Play in the Field of the Lord,1990,,,v,H,
1453,Tacchella,,,"Cousin, Cousine",1975,,,**,H,
1454,Sharman,,,The Rocky Horror Picture Show,1975,,,**,H,
1455,J.Kaplan,,,Brokedown Palace,1999,,,*,H,
1456,Rappeneau,,,Cyrano de Bergerac,1991,,,*,H,
1457,L.Q.Jones,,,A Boy and His Dog,1975,,,*,H,
1458,Angel,,,Love Butcher,1975,,,*,H,
1459,Sgarro,,,The Happy Hooker,1975,,,0,H,
1460,Chereau,,,Ceux qui m'aiment prendront le train,1998,,,0,H,
1461,Kleiser,,,"Honey, I Blew Up the Kid",1992,,,**,CG,
1462,Kibbee,,,The Midnight Man,1975,,,**,CG,
1463,Gilliam,,,Fear and Loathing in Las Vegas,1998,,,*,T90,
1464,Nunn,,,Twelfth Night,1996,,,0,H,
1465,W.Hill,,,Geronimo: An American Legend,1993,,,0,H,
1466,Wiard,,,Tom Horn,1975,,,0,H,
1467,deBosio,,,Moses,1975,,,0,H,
1468,Rudolph,,,Afterglow,1997,,,0,H,
1469,Kopple,,,American Dream,1992,,,0,H,
1470,Gordy,,,Mahogany,1976,,,0,H,
1471,B.Barreto,,,One Tough Cop,1998,,,0,H,
1472,Beresford,,,Double Jeopardy,1999,,,*,AA,
1473,B.Reynolds,,,Cop and a Half,1992,,,*,AA,
1474,Goretta,,,La Dentelliere,1981,,,*,AA,
1475,C.Griffith,,,Eat My Dust!,1976,,,***,CG,
1476,Bail,,,Gumball Rally,1976,,,0,H,
1477,Lane,,,Sidewalk Stories,1989,,,Cannes Prix de Public,Palm,
1478,C.Miller,,,The Accompanist,1993,,,Cannes Prix de Public,Palm,
1479,Duval,,,L'Ombre des Chateaux,1976,,,Cannes Prix de Public,Palm,
1480,DiLeo,,,Rulers of the City,1980,,,Cannes Prix de Public,Palm,
1481,G.Butler,,,In the Blood,1989,,,Cannes Prix de Public,Palm,
1482,OHara,,,The Bitch,1979,,,0,H,
1483,Gardner,,,Thieves,1976,,,0,H,
1484,J.Flynn,,,Brainscan,1994,,,0,H,
1485,J.Leone,,,The Great Smokey Roadblock,1976,,,0,H,
1486,Fargo,,,Forced Vengance,1982,,,**,CG,
1487,Houck,,,Creature from Black Lake,1976,,,**,CG,
1488,Dante,,,Small Soldiers,1998,,,**,CG,
1489,Frawley,,,"Spies, Lies, and Naked Thighs",1986,,,0,H,
1490,Carlino,,,Hick Chick,1993,,,0,H,
1491,Shah,,,The River Niger,1976,,,**,CG,
1492,Akkad,,,"Mohammad, Messenger of God",1976,,,**,CG,
1493,LindsayHogg,,,The Object of Beauty,1991,,,*,H,
1494,M.Landon,,,The Loneliest Runner,1976,,,*,H,
1495,Lucidi,,,Street People,1976,,,**,CG,
1496,M.Miller,,,National Lampoon's Class Reunion,1982,,,0,H,
1497,Schultz,,,Livin' Large!,1991,,,0,H,
1498,Baer,,,Ode to Billy Joe,1976,,,**,CG,
1499,Gessner,,,It Rained All Night the Day I Left,1983,,,**,CG,
1500,Sykes,,,To the Devil...A Daughter,1976,,,**,CG,
1501,R.Moore,,,Chapter Two,1979,,,*,H,
1502,Heffron,,,"I, The Jury",1982,,,0,H,
1503,R.Howard,,,A Beautiful Mind,2001,,,**,AANdir,
1504,Montero,,,Penetration,1976,,,**,AANdir,
1505,OSteen,,,Sparkle,1976,,,not,H,
1506,Raffill,,,The Philadelphia Experiment,1984,,,*,H,
1507,Kotcheff,,,Uncommon Valor,1983,,,0,H,
1508,Girdler,,,The Manitou,1978,,,0,H,
1509,Wenders,,,Buena Vista Social Club,19yy,,,**,AAN,
1510,Unknown34,,,The Manhattan Project,1986,,,**,AAN,
1511,Grasshoff,,,The Last Dinosaur,1977,,,**,AAN,
1512,A.Lazarus,,,Golden Rendezvous,1977,,,0,H,
1513,Sole,,,"Alice, Sweet Alice",1977,,,0,H,
1514,Burnett,,,Nightjohn,1997,,,0,H,
1515,Saura,,,Tango,1998,,,**,H,
1516,Matalon,,,Cauchemares,1977,,,**,H,
1517,F.Simon,,,The Chicken Chronicles,1977,,,0,H,
1518,H.Needham,,,Cannonball Run II,1984,,,0,H,
1519,Gaugh,,,Goliathon,1977,,,0,H,
1520,Joe~Brooks,,,You Light Up My Life,1977,,,0,H,
1521,Seria,,,The Cookies,1977,,,0,H,
1522,J.Nicholson,,,Wolf,1994,,,0,H,
1523,M.Pressman,,,Saint Maybe,1998,,,0,H,
1524,N.Cohen,,,Stand Up Virgin Soldiers,1977,,,0,H,
1525,O.Hellman,,,Tentacles,1977,,,0,H,
1526,Benner,,,Outrageous,1977,,,***,CG,
1527,Cardona,,,"Guyana, Cult of the Dammned",1980,,,***,CG,
1528,Donaldson,,,Thirteen Days,2001,,,***,CG,
1529,R.M.Young,,,One Trick Pony,1980,,,***?,RE,
1530,R.DeVito,,,Family Enforcer,1977,,,***?,RE,
1531,S.Cooper,,,The Disappearance,1977,,,0,H,
1532,Lewicki,,,A Certain Sacrifice,1981,,,0,H,
1533,Raimi,,,For the Love of the Game,1999,,,++,SE,
1534,Wanamaker,,,Sinbad and the Eye of the Tiger,1977,,,0,H,
1535,Abduladze,,,The Wishing Tree,1977,,,0,H,
1536,Himena,,,I-Omante,1977,,,0,H,
1537,Ottinger,,,Joanne D'Arc of Mongolia,1989,,,0,H,
1538,Levey,,,Happy Hooker Goes to Washington,1977,,,*,CG,
1539,Sachs,,,Galaxina,1980,,,*,CG,
1540,Bano,,,Dracula's Dog,1978,,,*,CG,
1541,Henry,,,First Family,1980,,,**,CG,
1542,vanHorn,,,Any Which Way You Can,1980,,,**,CG,
1543,C.B.Pierce,,,The Evictors,1979,,,0,H,
1544,C.Allen,,,Avalanche,1978,,,0,H,
1545,Donnelly,,,The Tool Box Murders,1978,,,ultimate exploitation sickie,VIP,
1546,Jarman,,,Blue,1994,,,*,H,
1547,D.Lynch,,,Mulholland Drive,19yy,,,Golden,AANdir,
1548,Wrye,,,Ice Castles,1978,,,0,H,
1549,E.Morris,,,Mr. Death,1999,,,0,H,
1550,Gilroy,,,Once in Paris,1978,,,0,H,
1551,Girod,,,L'Elegant Criminel,1990,,,0,H,
1552,Mutrux,,,American Hot Wax,1978,,,0,H,
1553,Geo.Miller,,,Babe: Pig in the City,1998,,,0,H,
1554,deBello,,,Killer Tomatoes Eat France,1991,,,Weldon: Psychotronic,VIP,
1555,Cardos,,,The Dark,1979,,,0,H,
1556,Schallerup,,,The Time Machine,1978,,,0,H,
1557,Zieff,,,My Girl 2,1994,,,**,H,
1558,Suso,,,Deathsport,1978,,,0,H,
1559,J.Cameron,,,Titanic,1997,,,42,AANdir,
1560,J.Hardy,,,Return Engagement,1978,,,42,AANdir,
1561,Toback,,,Two Girls and a Guy,1998,,,0,H,
1562,Besson,,,Jeanne d'Arc,2000,,,0,H,
1563,Schrader,,,Affliction,1999,,,0,H,
1564,R.Butler,,,Up the Creek,1984,,,*,CG,
1565,Fiveson,,,The Clonus Horror,1978,,,*,CG,
1566,R.Hardy,,,The Wicker Man,1978,,,*,H,
1567,R.Lang,,,The Mountain Men,1980,,,*,H,
1568,Klane,,,Thank God it's Friday,1978,,,*,H,
1569,Enders,,,Stevie,1978,,,*,H,
1570,R.Scott,,,Blackhawk Down,2001,,,*,AAN,
1571,Rash,,,Under the Rainbow,1981,,,0,H,
1572,Chong,,,Cheech and Chong's The Corsican Brothers,1984,,,0,H,
1573,Maylam,,,Riddle of the Sands,1978,,,*,H,
1574,Zarindast,,,Guns and Fury,1982,,,*,H,
1575,W.Green,,,The Secret Life of Plants,1978,,,*,H,
1576,Beatty,,,Bulworth,1998,,,**,H,
1577,UnYear78,,,Rabbit Test,1978,,,**,H,
1578,Alda,,,Betsy's Wedding,1990,,,0,H,
1579,Arkush,,,Heartbeeps,1981,,,*,CG,
1580,A.Brooks,,,The Muse,1998,,,****,RE,
1581,Corneau,,,Tous Les Matins Du Monde,1992,,,****,Cesardir,
1582,Cardoza,,,Smokey and the Hotwire Gang,1979,,,****,Cesardir,
1583,Ba.Brown,,,Cloud Dancer,1979,,,0,H,
1584,Bilson,,,North Avenue Irregulars,1979,,,0,H,
1585,Norton,,,More American Graffiti,1979,,,0,H,
1586,Santiago,,,Eye of the Eagle III,1990,,,0,H,
1587,DeLuise,,,Hot Stuff,1979,,,0,H,
1588,Swackhammer,,,The Secret Passion of Robert Clayton,1992,,,0,H,
1589,Walton,,,When a Stranger Calls,1979,,,0,H,
1590,Armstrong,,,Oscar and Lucinda,1996,,,0,H,
1591,H.Becker,,,Mercury Rising,1998,,,0,Kron most sexy,
1592,Cotter,,,Mountain Family Robinson,1979,,,**,CG,
1593,Reid,,,Last Tattoo,1994,,,**,CG,
1594,Fanaka,,,Penitentiary,1979,,,*,CG,
1595,Brest,,,Meet Joe Black,1998,,,*,H,
1596,Ma.Chapman,,,Hussy,1979,,,0,H,
1597,M.Stuart,,,Mean Dog Blues,1979,,,0,H,
1598,M.Mann,,,Collateral,2004,,,0,AANdir,
1599,M.Lester,,,Amazon Women on the Moon,1989,,,0,H,
1600,Robbins,,,The Dragonslayer,1981,,,0,H,
1601,Schell,,,Tales from the Vienna Woods,1979,,,0,H,
1602,N.Meyer,,,"Star Trek, Generations",1994,,,0,H,
1603,Aaron,,,A Force of One,1979,,,0,H,
1604,R.D.Silver,,,Walk on the Moon,1985,,,0,H,
1605,Dragoti,,,Mr.~Mom,1983,,,0,H,
1606,Margolin,,,A Shining Season,1979,,,0,H,
1607,Stallone,,,Rocky IV,1985,,,0,H,
1608,Jeffrey,,,The Odd Angry Shot,1979,,,0,H,
1609,T.Jones,,,Personal Services,1987,,,0,H,
1610,Kawajiri,,,Lensman,1979,,,0,H,
1611,Richert,,,A Night in the Life of Jimmy Reardon,1985,,,0,H,
1612,Linson,,,The Wild Life,1984,,,*,CG,
1613,Ascot,,,The Gunslinger,1980,,,*,CG,
1614,B.Brooks,,,Tatoo,1980,,,*,CG,
1615,Bryant,,,Lifepod,1980,,,*,CG,
1616,Greenspan,,,Wilma,1980,,,*,CG,
1617,C.Ballard,,,"Nutcracker, the Motion Picture",1989,,,*,CG,
1618,Pinoteau,,,L'etudiante,1988,,,*,Cesar,
1619,delaPatelliere,,,Le Conte de Monte Christo,1980,,,*,Cesar,
1620,D.Harris,,,Silent Scream,1980,,,*,CG,
1621,Heroux,,,Naked Massacre,1980,,,*,CG,
1622,Irving,,,"C.H.U.D. II, Bud the Chud",1984,,,*,CG,
1623,Dorrie,,,Bin Ich schoen?,1998,,,*,CG,
1624,Bianchi,,,The Fan,1980,,,0,H,
1625,Karsen,,,Nemesis,1992,,,0,H,
1626,F.O.Ray,,,Gad Girls from Mars,1990,,,0,H,
1627,Rademakers,,,The Assault,1980,,,0,AAfor,
1628,Bowers,,,My Tutor,1983,,,0,H,
1629,G.Clark,,,The Forbidden Dance,1990,,,0,H,
1630,Peppard,,,From Hell to Victory,1980,,,0,H,
1631,G.Murphy,,,Don't Look Back,1996,,,0,H,
1632,Mendelux,,,The Kidnapping of the President,1980,,,*,H,
1633,G.Nelson,,,Get Crazy,1983,,,#50,Fun,
1634,Trikonis,,,Take this Job and Shove it,1981,,,**,CG,
1635,Weis,,,Wholly Moses,1980,,,**,CG,
1636,Ramis,,,Analyze This,1999,,,0,H,
1637,J.Ballard,,,Friday the 13th ... The Orphan,1980,,,0,H,
1638,Byrum,,,The Razor's Edge,1984,,,0,H,
1639,Houseman,,,Gideon's Trumpet,1980,,,not,H,
1640,Mackenzie,,,The Long Good Friday,1980,,,*,H,
1641,Irvin,,,A Month by the Lake,1996,,,*,H,
1642,Quested,,,Loophole,1980,,,0,H,
1643,Wohl,,,Best Boy,1980,,,****,RE,
1644,Sayles,,,Limbo,1999,,,****,RE,
1645,Trent,,,Middle-age Crazy,1980,,,****,RE,
1646,J.Werner,,,Die Laughing,1980,,,0,H,
1647,Glickenhaus,,,The Protector,1990,,,**,CG,
1648,Abrahams,,,Hot Shots! Part Deux,1993,,,#75,Fun,
1649,Oliansky,,,The Competition,1980,,,#75,Fun,
1650,Schumacher,,,Phone Booth,2002,,,0,H,
1651,Freedman,,,Borderline,1980,,,0,H,
1652,Caan,,,Hide in Plain Sight,1980,,,0,H,
1653,J.Sandrich,,,Seems Like Old Times,1980,,,0,H,
1654,Murkami,,,Tokyo Decadence,1980,,,*,H,
1655,Temple,,,Earth Girls Are Easy,1989,,,*,H,
1656,Dobson,,,The Mango Tree,1980,,,*,H,
1657,Wiederhorn,,,Eyes of a Stranger,1980,,,0,CG,
1658,Goldfarb,,,Stuckey's Last Stand,1980,,,0,CG,
1659,Garrett,,,Terraces,1980,,,0,CG,
1660,Schiller,,,"Hey, I'm Alive",1980,,,0,CG,
1661,Pintilie,,,The Oak,1991,,,0,CG,
1662,Hodges,,,Flash Gordon,1980,,,0,CG,
1663,M.Davidson,,,Hero at Large,1980,,,0,H,
1664,M.Brickman,,,The Manhattan Project,1985,,,*,H,
1665,Damski,,,Yellowbeard,1983,,,0,H,
1666,Brault,,,Paper Wedding,1989,,,0,H,
1667,Newell,,,Donnie Brasco,1997,,,0,H,
1668,Reichert,,,Union City,1980,,,0,H,
1669,Rosenbloom,,,Through the Wire,1980,,,0,H,
1670,Almodovar,,,Todo sobre mi madre,1999,,,0,AAN,
1671,Haggard,,,Hugh Heffner: Once Upon A Time,1992,,,0,H,
1672,P.Lynch,,,Cross Country,1983,,,0,H,
1673,P.Maxwell,,,Touch and Go,1980,,,0,H,
1674,Starr,,,Take It To The Limit,1980,,,0,H,
1675,Daalder,,,Massacre at Central High,1980,,,0,H,
1676,R.Maxwell,,,Gettysburg,1993,,,**,CG,
1677,R.Greenwald,,,Forgotten Prisoners,1980,,,0,H,
1678,Kaylor,,,Carny,1980,,,0,H,
1679,Lieberman,,,Fire in the Sky,1993,,,0,H,
1680,Houston,,,Caged Fear,1990,,,**,CG,
1681,Wiemer,,,Anna to the Infinite Power,1983,,,**,CG,
1682,Redford,,,The Horse Whisperer,1998,,,**,AANdir,
1683,Scheerer,,,How to Beat the High Cost of Living,1980,,,0,H,
1684,Spottiswoode,,,Tomorrow Never Dies,1997,,,*,H,
1685,Bernasconi,,,The Adventures of Tin Tin: The Lure of Black Gold,1990,,,*,H,
1686,Stf.Paul,,,Hotel Deutschland,1991,,,*,H,
1687,Grieco,,,Mad Dog,1980,,,*,H,
1688,Kwan,,,Red Rose White Rose,1995,,,*,H,
1689,Cunningham,,,Spring Break,1983,,,*,H,
1690,Szlingerbaum,,,Brussels Transit,1980,,,*,H,
1691,Stv.Paul,,,Falling in Love Again,1980,,,*,H,
1692,Hackford,,,The Devils Advocate,1997,,,video,AA,
1693,Bill,,,A Home of Our Own,1993,,,video,AA,
1694,Clegg,,,McVicar,1980,,,0,H,
1695,Danielson,,,The Adventures of Picasso,1980,,,0,H,
1696,T.Hunter,,,Sylvester,1991,,,**,RE,
1697,Zimmerman,,,Fade to Black,1980,,,**+,RE,
1698,Menshov,,,Moscow Does Not Believe in Tears,1980,,,**+,RE,
1699,Lokkeberg,,,De Gudene er Dode,1992,,,**+,RE,
1700,W.Bernstein,,,Little Miss Marker,1980,,,0,H,
1701,Bogner,,,"Feuer, Eis, und Dynamit",1982,,,0,H,
1702,W.Hale,,,Stalk the Wild Child,1980,,,0,H,
1703,Miles,,,Liberators: Fighting on two Fronts in World War II,1992,,,0,H,
1704,YM.Zhang,,,Keep Cool,1997,,,0,AAN,
1705,Morita,,,The Family Game,1984,,,0,AAN,
1706,Unknown28,,,Sexworld,1980,,,0,AAN,
1707,Ferrara,,,The Blackout,1997,,,**,CG,
1708,A.Bergman,,,Striptease,1996,,,0,H,
1709,Nicholson,,,Deadline,1981,,,0,H,
1710,B.Logan,,,Meatballs 4,1981,,,0,H,
1711,B.Segal,,,Night Gallery,1981,,,Weldon: Psychotronic,VIP,
1712,B.D.Clark,,,Galaxy of Terror,1981,,,*,CG,
1713,Persky,,,Serial,1981,,,*,H,
1714,Malmouth,,,Nighthawks,1981,,,*,H,
1715,Gottlieb,,,Caveman,1981,,,0,H,
1716,Ch.Beaumont,,,Death of a Centerfold: the Dorothy Stratten Story,1981,,,0,H,
1717,Gion,,,"P\'etrole, p\'etrole",1981,,,0,H,
1718,C.Marquand,,,Candy,1981,,,0,H,
1719,D.Boyd,,,East of Elephant Rock,1981,,,0,H,
1720,Davis,,,Clash of the Titans,1981,,,0,H,
1721,Shebib,,,Heartaches,1981,,,**,CG,
1722,D.Steinberg,,,Paternity,1981,,,0,H,
1723,Makavejev,,,Gorilla Bathes at Noon,1993,,,*,H,
1724,E.Day,,,Green Ice,1981,,,0,H,
1725,Till,,,Murder at my Door,1996,,,0,H,
1726,Hennenlotter,,,Frankenhooker,1990,,,0,H,
1727,Laloggia,,,Fear No Evil,1981,,,not,H,
1728,Ripploh,,,Taxi zum Klo,1981,,,not,H,
1729,Roddam,,,Cleopatra,1999,,,0,H,
1730,Veber,,,Les Fugitifs,1986,,,0,H,
1731,G.Baker,,,Alien Nation,1988,,,**,RE,
1732,Avedis,,,Mortuary,1981,,,*,CG,
1733,Glen,,,License To Kill,1989,,,**,RE,
1734,J.Lord,,,Visiting Hours,1981,,,**,CG,
1735,Camp,,,Hawmps,1982,,,0,H,
1736,Fisk,,,Raggedy Man,1981,,,0,H,
1737,Beineix,,,37.2 le Matin,1986,,,*,AAN,
1738,Tramont,,,All Night Long,1981,,,*,AAN,
1739,K.Shapiro,,,Modern Problems,1981,,,*,CG,
1740,Bemberg,,,Camila,1984,,,*,AAN,
1741,Cimber,,,Butterfly,1981,,,0,H,
1742,Leo,,,This is Elvis,1981,,,***,CG,
1743,Monicello,,,Lovers and Liars,1981,,,*,CG,
1744,Burke,,,Pirates of Silicon Valley,1999,,,0,H,
1745,Soutter,,,L'amour des Femmes,1981,,,0,H,
1746,M.Rose,,,Student Bodies,1981,,,*,CG,
1747,Ol.Stone,,,Any Given Sunday,1999,,,*,AAN,
1748,O.Scott,,,Bustin' Loose,1981,,,0,H,
1749,Adlon,,,Salmonberries,1994,,,*,H,
1750,Bonerz,,,Nobody's Perfekt,1981,,,*,H,
1751,P.Cox,,,Touch Me,1994,,,*,H,
1752,Werner,,,Don't Cry It's Only Thunder,1981,,,*,H,
1753,Masters,,,The Bitch,1984,,,0,H,
1754,R.Franklin,,,FX2 - The Deadly Art of Illusion,1991,,,**,CG,
1755,Rick~Rosenthal,,,Bad Boys,1983,,,0,H,
1756,R.L.Thomas,,,Terry Fox Story,1983,,,*,H,
1757,R.Marquand,,,Jagged Edge,1985,,,**,H,
1758,Ron.Mann,,,Comic Book Confidential,1989,,,**,H,
1759,Zemeckis,,,What Lies Beneath,2000,,,***,AAdir,
1760,S.Gordon,,,The Shooting Party,1984,,,*,H,
1761,Horman,,,Leise Schatten,1991,,,*,H,
1762,Stern,,,Hostage Flight,1989,,,0,H,
1763,Miner,,,Lake Placid,1999,,,0,H,
1764,Gillard,,,Paradise,1981,,,*,CG,
1765,St.Gordon,,,Lost in Space,1998,,,*,CG,
1766,Burstall,,,Attack Force Z,1981,,,*,CG,
1767,DeSimone,,,The Concrete Jungle,1983,,,*,CG,
1768,Katani,,,Bushido Blade,1981,,,0,H,
1769,Fruet,,,Search and Destroy,1981,,,*,CG,
1770,Petersen,,,The Storm,2000,,,*,CG,
1771,Goodchild,,,Oppenheimer,1981,,,*,CG,
1772,Lipstadt,,,Android,1982,,,*,CG,
1773,Heckerling,,,Loser,2000,,,0,H,
1774,Ozgenturk,,,At,1982,,,0,H,
1775,Pyun,,,Raven Hawk,1996,,,0,H,
1776,A.Roberts,,,Endangered Species,1982,,,0,H,
1777,B.Forsyth,,,Being Human,1994,,,**,H,
1778,B.Levinson,,,Liberty Heights,1999,,,**,AAN,
1779,Paltrow,,,Duet,1999,,,0,H,
1780,Schulz,,,The Adventurers of the Sierra Leone,1982,,,0,H,
1781,Deschanel,,,The Escape Artist,1982,,,**,H,
1782,Hanson,,,L.A. Confidential,1997,,,Margulies: bad movies we love,AANdir,
1783,Musser,,,Before the Nickelodeon,1982,,,Margulies: bad movies we love,AANdir,
1784,Damiani,,,Amityville II: The Possession,1982,,,Margulies: bad movies we love,AANdir,
1785,DaV,,,Le Retour de Martin Guerre,1982,,,*,H,
1786,Risi,,,Ein Sack Voll Flohe,1982,,,*,H,
1787,Schmoeller,,,The Seduction,1982,,,*,H,
1788,D.S.Ward,,,Down Periscope,1996,,,*,H,
1789,Winters,,,The Last Horror Film,1982,,,*,H,
1790,G.A.Sherman,,,Vice Squad,1982,,,C*,VIP,
1791,Clifford,,,The Turn of the Screw,1989,,,0,H,
1792,Gey.Marshall,,,The Princess Diaries,2001,,,0,H,
1793,Syberberg,,,Parsifal,1982,,,0,H,
1794,Hudson,,,Revolution,1984,,,0,AA,
1795,Pachard,,,The Devil in Miss Jones II,1982,,,0,AA,
1796,I.Sharp,,,The Final Option,1982,,,**,CG,
1797,Duigan,,,Lawn Dogs,1998,,,**,CG,
1798,Belson,,,Jekyll and Hyde...Together Again,1982,,,*,CG,
1799,J.Chan,,,Police Story II,1988,,,*,CG,
1800,Davy,,,Ca va faire mal,1982,,,*,CG,
1801,Hofsiss,,,I'm Dancing As Fast As I Can,1982,,,*,CG,
1802,Kagan,,,The Sting II,1983,,,0,H,
1803,Js.Miller,,,That Championship Season,1982,,,*,H,
1804,Sholder,,,A Nightmare on Elm Street Part Two: Freddy's Revenge,1985,,,0,H,
1805,? [Makk,,,Lily in Love,1984,,,0,H,
1806,Finkleman,,,Airplane II: The Sequel,1982,,,0,H,
1807,Kieslovski,,,Red,1994,,,0,H,
1808,L.Kasdan,,,Mumford,1999,,,*,NYFC,
1809,Caulfield,,,Fighting Back,1982,,,0,H,
1810,Aragon,,,Half of Heaven,1986,,,0,H,
1811,Rosman,,,The Invader,1996,,,0,H,
1812,N.Jordan,,,The End of the Affair,1999,,,**,GGN,
1813,Birch,,,Grease 2,1982,,,0,H,
1814,P.Walker,,,House of the Long Shadows,1982,,,0,H,
1815,Benjamin,,,City Heat,1998,,,0,H,
1816,Loncraine,,,Richard III,1995,,,Silver,Baer,
1817,Rob.Rosenthal,,,Zapped,1982,,,*,CG,
1818,Towne,,,Without Limits,1998,,,**+,RE,
1819,Whitehead,,,Medea,1982,,,**+,RE,
1820,Bugajski,,,Interrogation,1982,,,**+,RE,
1821,S.Leroy,,,The Intruder,1982,,,**+,RE,
1822,Lisberger,,,Tron,1982,,,*,H,
1823,S.Seidelman,,,The Dutch Master,1993,,,***+,AAN,
1824,T.Avildsen,,,Things Are Tough All Over,1982,,,***+,AAN,
1825,Karya,,,Behind the Mosquito Net,1982,,,***+,AAN,
1826,Edel,,,Body of Evidence,1992,,,*,H,
1827,Wang,,,Maid in Manhattan,2002,,,*,H,
1828,Lustig,,,Maniac Cop,1988,,,*,CG,
1829,Herz,,,Stuck on You!,1982,,,*,CG,
1830,Guney,,,Yol,1982,,,*,CG,
1831,UnYear82,,,La Vie Continue,1982,,,*,CG,
1832,Buckhantz,,,Portrait of a Hitman,1983,,,*,CG,
1833,Lyne,,,Unfaithful,2002,,,***+,Kron most sexy,
1834,Hui,,,Song of the Exile,1990,,,***+,Kron most sexy,
1835,Am.Jones,,,Love Letters,1983,,,*,H,
1836,Kaurismaki,,,La Vie de Boh\`eme,1993,,,*,H,
1837,A.Johnson,,,To Be or Not To Be,1983,,,*,H,
1838,Mattinsson,,,Mickey's Christmas Carol,1983,,,***,H,
1839,B.Grant,,,Love Kills,1991,,,***,H,
1840,Streisand,,,The Mirror Has Two Faces,1996,,,--,VIP,
